date,min_level,avg_level,max_level
2015-08-20,0.410,0.423,0.440
2015-08-21,0.410,0.415,0.420
2015-08-22,0.430,0.457,0.490
2015-08-23,0.550,0.963,1.610
2015-08-24,1.050,1.138,1.330
2015-08-25,1.030,1.136,1.280
2015-08-26,1.160,1.631,2.020
2015-08-27,1.280,1.383,1.450
2015-08-28,1.040,1.050,1.060
2015-08-29,0.870,0.875,0.880
2015-08-30,0.770,0.770,0.770
2015-08-31,0.720,0.720,0.720
2015-09-01,0.660,0.665,0.670
2015-09-02,0.610,0.610,0.610
2015-09-03,0.570,0.575,0.580
2015-09-04,0.540,0.540,0.540
2015-09-05,0.520,0.520,0.520
2015-09-06,0.500,0.500,0.500
2015-09-07,0.470,0.470,0.470
2015-09-08,0.450,0.455,0.460
2015-09-09,0.440,0.445,0.450
2015-09-10,0.430,0.435,0.440
2015-09-11,0.420,0.420,0.420
2015-09-12,0.430,0.430,0.430
2015-09-13,0.420,0.427,0.430
2015-09-14,0.420,0.552,1.050
2015-09-15,1.060,1.603,2.000
2015-09-16,1.210,1.240,1.280
2015-09-17,0.800,0.805,0.810
2015-09-18,1.050,1.100,1.150
2015-09-19,0.910,0.920,0.930
2015-09-20,0.770,0.770,0.770
2015-09-21,0.710,0.710,0.710
2015-09-22,0.800,0.805,0.810
2015-09-23,0.900,0.920,0.940
2015-09-24,0.750,0.750,0.750
2015-09-25,0.760,0.765,0.770
2015-09-26,0.670,0.670,0.670
2015-09-27,0.620,0.620,0.620
2015-09-28,0.590,0.590,0.590
2015-09-29,0.560,0.560,0.560
2015-09-30,0.530,0.530,0.530
2015-10-01,0.510,0.510,0.510
2015-10-02,0.500,0.500,0.500
2015-10-03,0.480,0.480,0.480
2015-10-04,0.480,0.480,0.480
2015-10-05,0.480,0.496,0.510
2015-10-06,0.650,0.767,0.840
2015-10-07,0.820,0.870,0.970
2015-10-08,0.650,0.697,0.730
2015-10-09,0.620,0.620,0.620
2015-10-10,0.580,0.580,0.580
2015-10-11,0.560,0.560,0.560
2015-10-12,0.530,0.530,0.530
2015-10-13,0.510,0.510,0.510
2015-10-14,0.490,0.490,0.490
2015-10-15,0.480,0.480,0.480
2015-10-16,0.470,0.470,0.470
2015-10-17,0.460,0.460,0.460
2015-10-18,0.450,0.450,0.450
2015-10-19,0.440,0.440,0.440
2015-10-20,0.430,0.430,0.430
2015-10-21,0.420,0.420,0.420
2015-10-22,0.440,0.445,0.450
2015-10-23,0.450,0.455,0.460
2015-10-24,0.420,0.420,0.420
2015-10-25,0.460,0.485,0.510
2015-10-26,0.440,0.445,0.450
2015-10-27,0.430,0.571,1.290
2015-10-28,1.040,1.140,1.280
2015-10-29,0.700,0.705,0.710
2015-10-30,0.850,1.003,1.310
2015-10-31,1.000,1.010,1.020
2015-11-01,0.870,0.875,0.880
2015-11-02,0.800,0.800,0.800
2015-11-03,0.750,0.750,0.750
2015-11-04,0.740,0.750,0.760
2015-11-05,0.850,0.936,1.060
2015-11-06,1.000,1.017,1.040
2015-11-07,1.270,1.759,2.270
2015-11-08,1.440,1.492,1.570
2015-11-09,1.130,1.216,1.290
2015-11-10,1.030,1.057,1.070
2015-11-11,0.980,0.980,0.980
2015-11-12,0.910,0.910,0.910
2015-11-13,0.870,0.873,0.880
2015-11-14,0.930,0.972,1.040
2015-11-15,1.240,1.250,1.260
2015-11-16,1.040,1.102,1.140
2015-11-17,1.170,1.243,1.320
2015-11-18,1.200,1.233,1.280
2015-11-19,1.070,1.075,1.080
2015-11-20,1.300,1.300,1.300
2015-11-21,1.280,1.307,1.330
2015-11-22,1.170,1.175,1.180
2015-11-23,1.090,1.100,1.110
2015-11-24,1.010,1.132,1.320
2015-11-25,1.180,1.240,1.320
2015-11-26,1.120,1.130,1.140
2015-11-27,1.010,1.015,1.020
2015-11-28,1.290,1.404,1.610
2015-11-29,1.280,1.520,1.670
2015-11-30,1.290,1.367,1.510
2015-12-01,1.260,1.284,1.320
2015-12-02,1.080,1.127,1.160
2015-12-03,1.200,1.255,1.310
2015-12-04,1.280,1.513,1.650
2015-12-05,1.160,1.165,1.170
2015-12-06,1.070,1.070,1.070
2015-12-07,1.000,1.043,1.080
2015-12-08,1.280,1.310,1.350
2015-12-09,1.060,1.060,1.060
2015-12-10,0.980,0.980,0.980
2015-12-11,1.080,1.173,1.320
2015-12-12,1.220,1.250,1.280
2015-12-13,0.980,0.990,1.000
2015-12-14,0.920,0.920,0.920
2015-12-15,0.960,0.984,1.070
2015-12-16,1.210,1.215,1.220
2015-12-17,1.040,1.045,1.050
2015-12-18,1.120,1.125,1.130
2015-12-19,1.030,1.107,1.320
2015-12-20,1.230,1.257,1.280
2015-12-21,1.160,1.217,1.320
2015-12-22,1.330,1.402,1.530
2015-12-23,1.620,1.675,1.730
2015-12-24,1.280,1.602,1.990
2015-12-25,1.400,1.420,1.440
2015-12-26,1.270,1.358,1.460
2015-12-27,1.240,1.456,1.860
2015-12-28,1.280,1.393,1.460
2015-12-29,1.200,1.333,1.430
2015-12-30,1.250,1.979,2.740
2015-12-31,1.940,2.284,2.710
2016-01-01,1.560,1.713,2.060
2016-01-02,1.950,2.312,2.450
2016-01-03,1.840,2.463,2.770
2016-01-04,2.110,2.200,2.270
2016-01-05,2.180,2.220,2.300
2016-01-06,1.640,1.768,1.950
2016-01-07,1.660,1.770,1.810
2016-01-08,1.540,1.555,1.570
2016-01-09,1.380,1.901,2.350
2016-01-10,1.620,1.797,2.170
2016-01-11,1.620,1.634,1.650
2016-01-12,1.550,1.565,1.580
2016-01-13,1.280,1.290,1.300
2016-01-14,1.320,1.417,1.510
2016-01-15,1.250,1.263,1.280
2016-01-16,1.210,1.225,1.240
2016-01-17,1.090,1.098,1.110
2016-01-18,1.090,1.173,1.320
2016-01-19,1.180,1.223,1.280
2016-01-20,1.040,1.040,1.040
2016-01-21,0.990,0.990,0.990
2016-01-22,1.160,1.290,1.530
2016-01-23,1.160,1.224,1.280
2016-01-24,1.170,1.170,1.170
2016-01-25,1.090,1.095,1.100
2016-01-26,1.010,1.339,1.990
2016-01-27,1.720,1.959,2.080
2016-01-28,1.460,1.475,1.490
2016-01-29,1.240,1.259,1.280
2016-01-30,1.290,1.640,2.000
2016-01-31,1.400,1.410,1.420
2016-02-01,1.280,1.313,1.340
2016-02-02,1.160,1.165,1.170
2016-02-03,1.170,1.200,1.230
2016-02-04,1.050,1.055,1.060
2016-02-05,0.930,0.937,0.950
2016-02-06,0.980,2.103,3.150
2016-02-07,1.910,2.553,3.180
2016-02-08,1.620,1.933,2.030
2016-02-09,1.560,1.565,1.570
2016-02-10,1.350,1.369,1.400
2016-02-11,1.380,1.447,1.510
2016-02-12,1.230,1.250,1.280
2016-02-13,1.130,1.338,1.500
2016-02-14,1.230,1.268,1.320
2016-02-15,1.150,1.165,1.180
2016-02-16,1.030,1.035,1.040
2016-02-17,0.970,1.050,1.310
2016-02-18,1.280,1.323,1.380
2016-02-19,1.060,1.060,1.060
2016-02-20,1.000,1.013,1.020
2016-02-21,0.990,0.995,1.000
2016-02-22,0.970,0.975,0.980
2016-02-23,1.030,1.050,1.070
2016-02-24,0.900,0.905,0.910
2016-02-25,0.840,0.847,0.850
2016-02-26,0.810,0.810,0.810
2016-02-27,0.820,0.825,0.830
2016-02-28,0.730,0.735,0.740
2016-02-29,0.690,0.690,0.690
2016-03-01,0.650,0.655,0.660
2016-03-02,0.880,0.900,0.920
2016-03-03,0.800,0.805,0.810
2016-03-04,0.720,0.760,0.810
2016-03-05,0.790,0.795,0.800
2016-03-06,0.710,0.710,0.710
2016-03-07,0.700,0.700,0.700
2016-03-08,0.660,0.667,0.670
2016-03-09,0.680,1.388,1.990
2016-03-10,0.940,1.110,1.210
2016-03-11,0.870,0.875,0.880
2016-03-12,0.810,0.810,0.810
2016-03-13,0.750,0.750,0.750
2016-03-14,0.700,0.707,0.710
2016-03-15,0.750,0.750,0.750
2016-03-16,0.710,0.710,0.710
2016-03-17,0.670,0.677,0.680
2016-03-18,0.650,0.650,0.650
2016-03-19,0.620,0.627,0.630
2016-03-20,0.600,0.607,0.610
2016-03-21,0.590,0.590,0.590
2016-03-22,0.570,0.577,0.580
2016-03-23,0.560,0.567,0.570
2016-03-24,0.550,0.550,0.550
2016-03-25,0.570,0.630,0.730
2016-03-26,0.610,0.613,0.620
2016-03-27,0.710,0.840,1.080
2016-03-28,1.300,1.985,2.420
2016-03-29,1.260,1.313,1.390
2016-03-30,1.160,1.218,1.280
2016-03-31,0.970,1.013,1.040
2016-04-01,0.890,0.913,0.930
2016-04-02,0.870,0.870,0.870
2016-04-03,0.830,0.843,0.850
2016-04-04,0.810,0.828,0.850
2016-04-05,0.750,0.773,0.790
2016-04-06,0.720,0.725,0.730
2016-04-07,0.720,0.720,0.720
2016-04-08,0.680,0.692,0.700
2016-04-09,0.680,0.688,0.700
2016-04-10,0.690,0.723,0.760
2016-04-11,0.660,0.668,0.670
2016-04-12,0.620,0.633,0.640
2016-04-13,0.600,0.608,0.610
2016-04-14,0.590,0.593,0.600
2016-04-15,0.600,0.604,0.610
2016-04-16,0.600,0.600,0.600
2016-04-17,0.560,0.570,0.580
2016-04-18,0.540,0.545,0.550
2016-04-19,0.530,0.533,0.540
2016-04-20,0.520,0.520,0.520
2016-04-21,0.500,0.505,0.510
2016-04-22,0.500,0.522,0.550
2016-04-23,0.540,0.563,0.580
2016-04-24,0.500,0.510,0.520
2016-04-25,0.490,0.490,0.490
2016-04-26,0.480,0.488,0.490
2016-04-27,0.480,0.488,0.490
2016-04-28,0.490,0.490,0.490
2016-04-29,0.480,0.480,0.480
2016-04-30,0.470,0.473,0.480
2016-05-01,0.450,0.450,0.450
2016-05-02,0.450,0.455,0.460
2016-05-03,0.480,0.483,0.490
2016-05-04,0.440,0.450,0.460
2016-05-05,0.440,0.440,0.440
2016-05-06,0.430,0.430,0.430
2016-05-07,0.430,0.430,0.430
2016-05-08,0.420,0.423,0.430
2016-05-09,0.420,0.420,0.420
2016-05-10,0.410,0.418,0.430
2016-05-11,0.420,0.420,0.420
2016-05-12,0.410,0.417,0.420
2016-05-13,0.410,0.413,0.420
2016-05-14,0.390,0.397,0.400
2016-05-15,0.390,0.390,0.390
2016-05-16,0.380,0.380,0.380
2016-05-17,0.370,0.377,0.380
2016-05-18,0.380,0.383,0.390
2016-05-19,0.390,0.390,0.390
2016-05-20,0.380,0.383,0.390
2016-05-21,0.400,0.427,0.470
2016-05-22,0.520,0.587,0.630
2016-05-23,0.420,0.440,0.450
2016-05-24,0.390,0.397,0.400
2016-05-25,0.380,0.380,0.380
2016-05-26,0.370,0.370,0.370
2016-05-27,0.400,0.447,0.520
2016-05-28,0.410,0.440,0.470
2016-05-29,0.460,0.570,0.670
2016-05-30,0.390,0.400,0.410
2016-05-31,0.370,0.377,0.380
2016-06-01,0.360,0.363,0.370
2016-06-02,0.350,0.357,0.360
2016-06-03,0.340,0.347,0.350
2016-06-04,0.340,0.340,0.340
2016-06-05,0.340,0.340,0.340
2016-06-06,0.330,0.330,0.330
2016-06-07,0.330,0.330,0.330
2016-06-08,0.320,0.320,0.320
2016-06-09,0.320,0.320,0.320
2016-06-10,0.320,0.320,0.320
2016-06-11,0.320,0.320,0.320
2016-06-12,0.370,0.413,0.440
2016-06-13,0.350,0.357,0.360
2016-06-14,0.360,0.370,0.390
2016-06-15,0.410,1.156,1.900
2016-06-16,0.950,1.220,1.480
2016-06-17,0.610,0.653,0.680
2016-06-18,0.530,0.550,0.560
2016-06-19,0.490,0.495,0.500
2016-06-20,0.580,1.203,1.770
2016-06-21,1.080,1.236,1.350
2016-06-22,0.750,0.780,0.820
2016-06-23,0.680,0.700,0.710
2016-06-24,0.600,0.617,0.630
2016-06-25,0.580,0.587,0.600
2016-06-26,0.550,0.563,0.570
2016-06-27,0.540,0.543,0.550
2016-06-28,0.520,0.530,0.540
2016-06-29,0.520,0.520,0.520
2016-06-30,0.520,0.577,0.680
2016-07-01,0.540,0.557,0.570
2016-07-02,0.530,0.540,0.550
2016-07-03,0.500,0.517,0.530
2016-07-04,0.480,0.493,0.500
2016-07-05,0.470,0.470,0.470
2016-07-06,0.440,0.447,0.450
2016-07-07,0.430,0.430,0.430
2016-07-08,0.420,0.423,0.430
2016-07-09,0.420,0.420,0.420
2016-07-10,0.420,0.420,0.420
2016-07-11,0.420,0.420,0.420
2016-07-12,0.410,0.423,0.440
2016-07-13,0.420,0.440,0.450
2016-07-14,0.390,0.400,0.410
2016-07-15,0.380,0.387,0.390
2016-07-16,0.380,0.380,0.380
2016-07-17,0.370,0.373,0.380
2016-07-18,0.370,0.370,0.370
2016-07-19,0.360,0.360,0.360
2016-07-20,0.370,0.370,0.370
2016-07-21,0.370,0.370,0.370
2016-07-22,0.380,0.380,0.380
2016-07-23,0.370,0.370,0.370
2016-07-24,0.370,0.370,0.370
2016-07-25,0.370,0.377,0.380
2016-07-26,0.370,0.377,0.380
2016-07-27,0.370,0.370,0.370
2016-07-28,0.370,0.373,0.380
2016-07-29,0.370,0.370,0.370
2016-07-30,0.370,0.370,0.370
2016-07-31,0.350,0.357,0.360
2016-08-01,0.350,0.353,0.360
2016-08-02,0.460,0.950,1.340
2016-08-03,0.930,0.943,0.960
2016-08-04,0.600,0.653,0.700
2016-08-05,0.510,0.533,0.550
2016-08-06,0.470,0.480,0.490
2016-08-07,0.450,0.450,0.450
2016-08-08,0.430,0.437,0.440
2016-08-09,0.410,0.417,0.420
2016-08-10,0.400,0.400,0.400
2016-08-11,0.390,0.397,0.400
2016-08-12,0.400,0.400,0.400
2016-08-13,0.390,0.390,0.390
2016-08-14,0.380,0.387,0.390
2016-08-15,0.370,0.377,0.380
2016-08-16,0.370,0.370,0.370
2016-08-17,0.360,0.360,0.360
2016-08-18,0.360,0.360,0.360
2016-08-19,0.360,0.363,0.370
2016-08-20,0.380,0.380,0.380
2016-08-21,0.380,0.383,0.390
2016-08-22,0.390,0.390,0.390
2016-08-23,0.370,0.380,0.390
2016-08-24,0.360,0.360,0.360
2016-08-25,0.360,0.360,0.360
2016-08-26,0.370,0.370,0.370
2016-08-27,0.360,0.360,0.360
2016-08-28,0.350,0.350,0.350
2016-08-29,0.350,0.350,0.350
2016-08-30,0.350,0.350,0.350
2016-08-31,0.340,0.340,0.340
2016-09-01,0.340,0.340,0.340
2016-09-02,0.340,0.340,0.340
2016-09-03,0.340,0.345,0.350
2016-09-04,0.390,0.395,0.400
2016-09-05,0.380,0.387,0.390
2016-09-06,0.400,0.403,0.410
2016-09-07,0.380,0.393,0.400
2016-09-08,0.360,0.360,0.360
2016-09-09,0.350,0.350,0.350
2016-09-10,0.380,0.390,0.420
2016-09-11,0.420,0.447,0.460
2016-09-12,0.380,0.387,0.390
2016-09-13,0.370,0.372,0.380
2016-09-14,0.370,0.373,0.380
2016-09-15,0.360,0.363,0.370
2016-09-16,0.350,0.350,0.350
2016-09-17,0.340,0.343,0.350
2016-09-18,0.340,0.340,0.340
2016-09-19,0.340,0.340,0.340
2016-09-20,0.350,0.353,0.360
2016-09-21,0.370,0.387,0.400
2016-09-22,0.360,0.360,0.360
2016-09-23,0.360,0.360,0.360
2016-09-24,0.340,0.347,0.350
2016-09-25,0.480,0.657,0.860
2016-09-26,0.510,0.570,0.610
2016-09-27,0.490,0.567,0.690
2016-09-28,0.530,0.540,0.550
2016-09-29,0.480,0.480,0.480
2016-09-30,0.540,0.630,0.690
2016-10-01,0.520,0.567,0.600
2016-10-02,0.600,0.607,0.610
2016-10-03,0.490,0.513,0.530
2016-10-04,0.450,0.463,0.470
2016-10-05,0.430,0.437,0.440
2016-10-06,0.410,0.417,0.420
2016-10-07,0.400,0.407,0.410
2016-10-08,0.400,0.400,0.400
2016-10-09,0.380,0.387,0.390
2016-10-10,0.370,0.377,0.380
2016-10-11,0.370,0.370,0.370
2016-10-12,0.360,0.363,0.370
2016-10-13,0.360,0.360,0.360
2016-10-14,0.350,0.350,0.350
2016-10-15,0.350,0.357,0.370
2016-10-16,0.420,0.460,0.520
2016-10-17,0.510,0.603,0.690
2016-10-18,0.450,0.450,0.450
2016-10-19,0.450,0.487,0.510
2016-10-20,0.420,0.427,0.430
2016-10-21,0.400,0.407,0.410
2016-10-22,0.390,0.397,0.400
2016-10-23,0.380,0.385,0.390
2016-10-24,0.390,0.410,0.420
2016-10-25,0.450,0.483,0.540
2016-10-26,0.430,0.453,0.470
2016-10-27,0.410,0.417,0.420
2016-10-28,0.410,0.410,0.410
2016-10-29,0.400,0.400,0.400
2016-10-30,0.400,0.400,0.400
2016-10-31,0.390,0.390,0.390
2016-11-01,0.380,0.382,0.390
2016-11-02,0.380,0.380,0.380
2016-11-03,0.370,0.370,0.370
2016-11-04,0.370,0.370,0.370
2016-11-05,0.380,0.387,0.400
2016-11-06,0.390,0.390,0.390
2016-11-07,0.380,0.380,0.380
2016-11-08,0.370,0.370,0.370
2016-11-09,0.410,0.563,0.850
2016-11-10,0.610,0.613,0.620
2016-11-11,0.560,0.627,0.670
2016-11-12,0.510,0.540,0.620
2016-11-13,0.650,0.763,0.840
2016-11-14,0.570,0.587,0.600
2016-11-15,0.560,0.598,0.650
2016-11-16,0.640,0.900,1.170
2016-11-17,0.800,0.938,1.010
2016-11-18,0.770,0.950,1.250
2016-11-19,1.180,1.223,1.250
2016-11-20,1.280,1.846,2.310
2016-11-21,1.530,1.772,2.160
2016-11-22,1.760,1.882,2.000
2016-11-23,1.280,1.413,1.510
2016-11-24,1.090,1.140,1.170
2016-11-25,0.970,1.003,1.030
2016-11-26,0.880,0.903,0.920
2016-11-27,0.800,0.823,0.840
2016-11-28,0.750,0.763,0.770
2016-11-29,0.690,0.707,0.720
2016-11-30,0.650,0.663,0.670
2016-12-01,0.620,0.630,0.640
2016-12-02,0.600,0.607,0.610
2016-12-03,0.580,0.587,0.590
2016-12-04,0.560,0.565,0.570
2016-12-05,0.540,0.547,0.550
2016-12-06,0.520,0.527,0.530
2016-12-07,0.510,0.510,0.510
2016-12-08,0.500,0.503,0.510
2016-12-09,0.510,0.517,0.520
2016-12-10,0.500,0.521,0.550
2016-12-11,0.900,1.060,1.210
2016-12-12,0.650,0.677,0.700
2016-12-13,0.660,0.680,0.710
2016-12-14,0.700,0.723,0.740
2016-12-15,0.660,0.667,0.670
2016-12-16,0.650,0.663,0.670
2016-12-17,0.620,0.627,0.630
2016-12-18,0.600,0.603,0.610
2016-12-19,0.590,0.590,0.590
2016-12-20,0.590,0.590,0.590
2016-12-21,0.590,0.593,0.600
2016-12-22,0.590,0.595,0.600
2016-12-23,0.570,0.583,0.600
2016-12-24,0.710,0.760,0.830
2016-12-25,0.620,0.630,0.640
2016-12-26,0.630,0.663,0.730
2016-12-27,0.630,0.647,0.660
2016-12-28,0.610,0.610,0.610
2016-12-29,0.600,0.600,0.600
2016-12-30,0.580,0.587,0.590
2016-12-31,0.570,0.570,0.570
2017-01-01,0.570,0.577,0.590
2017-01-02,0.640,0.717,0.760
2017-01-03,0.570,0.583,0.590
2017-01-04,0.560,0.560,0.560
2017-01-05,0.550,0.550,0.550
2017-01-06,0.530,0.533,0.540
2017-01-07,0.530,0.538,0.560
2017-01-08,0.970,0.983,1.000
2017-01-09,0.740,0.793,0.830
2017-01-10,0.870,0.947,1.000
2017-01-11,0.740,0.763,0.780
2017-01-12,0.700,0.803,1.350
2017-01-13,1.270,1.488,1.770
2017-01-14,0.900,0.947,0.980
2017-01-15,0.830,0.853,0.870
2017-01-16,0.800,0.813,0.820
2017-01-17,0.750,0.763,0.770
2017-01-18,0.710,0.717,0.720
2017-01-19,0.670,0.680,0.690
2017-01-20,0.640,0.653,0.660
2017-01-21,0.630,0.633,0.640
2017-01-22,0.630,0.630,0.630
2017-01-23,0.590,0.603,0.610
2017-01-24,0.570,0.577,0.580
2017-01-25,0.560,0.560,0.560
2017-01-26,0.540,0.547,0.550
2017-01-27,0.530,0.537,0.540
2017-01-28,0.550,0.607,0.710
2017-01-29,0.670,0.849,0.980
2017-01-30,1.000,1.133,1.230
2017-01-31,0.920,1.242,1.470
2017-02-01,1.380,1.515,1.680
2017-02-02,1.500,1.910,2.210
2017-02-03,1.460,1.691,2.110
2017-02-04,1.520,1.763,1.940
2017-02-05,1.280,1.448,1.620
2017-02-06,1.150,1.180,1.220
2017-02-07,1.160,1.247,1.300
2017-02-08,1.050,1.117,1.150
2017-02-09,0.960,0.983,1.000
2017-02-10,0.900,0.920,0.930
2017-02-11,0.840,0.853,0.860
2017-02-12,0.790,0.803,0.810
2017-02-13,0.760,0.767,0.770
2017-02-14,0.720,0.727,0.730
2017-02-15,0.700,0.700,0.700
2017-02-16,0.660,0.673,0.680
2017-02-17,0.640,0.647,0.650
2017-02-18,0.620,0.623,0.630
2017-02-19,0.590,0.597,0.600
2017-02-20,0.590,0.590,0.590
2017-02-21,0.580,0.590,0.610
2017-02-22,0.690,0.713,0.730
2017-02-23,0.760,0.780,0.800
2017-02-24,0.650,0.707,0.750
2017-02-25,0.600,0.607,0.610
2017-02-26,0.610,0.657,0.740
2017-02-27,0.760,0.805,0.850
2017-02-28,1.110,1.163,1.220
2017-03-01,0.840,0.873,0.920
2017-03-02,0.800,0.820,0.830
2017-03-03,0.770,0.850,1.080
2017-03-04,0.890,0.937,0.970
2017-03-05,1.100,1.185,1.270
2017-03-06,1.020,1.238,1.590
2017-03-07,1.130,1.207,1.380
2017-03-08,1.130,1.187,1.320
2017-03-09,1.222,1.449,1.661
2017-03-10,1.110,1.110,1.110
2017-03-11,1.010,1.040,1.060
2017-03-12,0.940,0.960,0.970
2017-03-13,0.890,0.895,0.900
2017-03-14,0.800,0.817,0.830
2017-03-15,0.770,0.777,0.780
2017-03-16,0.730,0.743,0.750
2017-03-17,0.700,0.713,0.720
2017-03-18,0.690,0.720,0.770
2017-03-19,0.820,0.833,0.840
2017-03-20,0.760,1.084,1.520
2017-03-21,0.970,1.073,1.280
2017-03-22,1.020,1.592,2.010
2017-03-23,1.060,1.166,1.280
2017-03-24,1.010,1.078,1.150
2017-03-25,0.920,0.943,0.960
2017-03-26,0.860,0.877,0.890
2017-03-27,0.800,0.813,0.820
2017-03-28,0.760,0.770,0.780
2017-03-29,0.770,0.770,0.770
2017-03-30,0.770,0.823,0.920
2017-03-31,0.830,0.837,0.840
2017-04-01,1.040,1.234,1.340
2017-04-02,0.900,0.950,0.990
2017-04-03,0.830,0.843,0.850
2017-04-04,0.810,0.817,0.830
2017-04-05,0.760,0.777,0.790
2017-04-06,0.721,0.730,0.737
2017-04-07,0.693,0.699,0.704
2017-04-08,0.667,0.674,0.679
2017-04-09,0.642,0.648,0.652
2017-04-10,0.614,0.620,0.624
2017-04-11,0.592,0.596,0.599
2017-04-12,0.576,0.580,0.582
2017-04-13,0.564,0.567,0.568
2017-04-14,0.546,0.550,0.553
2017-04-15,0.540,0.541,0.542
2017-04-16,0.522,0.531,0.537
2017-04-17,0.510,0.512,0.514
2017-04-18,0.497,0.500,0.502
2017-04-19,0.481,0.485,0.487
2017-04-20,0.472,0.474,0.475
2017-04-21,0.467,0.468,0.469
2017-04-22,0.459,0.461,0.463
2017-04-23,0.450,0.453,0.454
2017-04-24,0.445,0.447,0.448
2017-04-25,0.442,0.442,0.443
2017-04-26,0.433,0.435,0.436
2017-04-27,0.405,0.420,0.428
2017-04-28,0.405,0.406,0.407
2017-04-29,0.403,0.405,0.407
2017-04-30,0.399,0.425,0.497
2017-05-01,0.516,0.559,0.612
2017-05-02,0.511,0.588,0.643
2017-05-03,0.440,0.454,0.463
2017-05-04,0.416,0.422,0.426
2017-05-05,0.404,0.407,0.410
2017-05-06,0.395,0.397,0.400
2017-05-07,0.391,0.393,0.395
2017-05-08,0.380,0.383,0.385
2017-05-09,0.373,0.375,0.377
2017-05-10,0.371,0.371,0.372
2017-05-11,0.370,0.371,0.371
2017-05-12,0.376,0.377,0.379
2017-05-13,0.392,0.395,0.396
2017-05-14,0.406,0.412,0.427
2017-05-15,0.430,0.437,0.448
2017-05-16,0.442,0.447,0.449
2017-05-17,0.487,0.503,0.507
2017-05-18,0.510,0.561,0.597
2017-05-19,0.442,0.455,0.464
2017-05-20,0.422,0.426,0.428
2017-05-21,0.412,0.418,0.421
2017-05-22,0.398,0.401,0.404
2017-05-23,0.386,0.388,0.390
2017-05-24,0.382,0.384,0.386
2017-05-25,0.372,0.376,0.379
2017-05-26,0.360,0.364,0.366
2017-05-27,0.378,0.402,0.450
2017-05-28,0.405,0.439,0.461
2017-05-29,0.374,0.378,0.381
2017-05-30,0.365,0.367,0.369
2017-05-31,0.355,0.358,0.360
2017-06-01,0.347,0.350,0.352
2017-06-02,0.342,0.343,0.344
2017-06-03,0.345,0.346,0.346
2017-06-04,0.343,0.344,0.344
2017-06-05,0.343,0.395,0.452
2017-06-06,0.781,0.799,0.824
2017-06-07,0.515,0.563,0.598
2017-06-08,0.478,0.498,0.525
2017-06-09,0.600,0.606,0.611
2017-06-10,0.512,0.517,0.524
2017-06-11,0.516,0.538,0.553
2017-06-12,0.472,0.480,0.484
2017-06-13,0.453,0.456,0.459
2017-06-14,0.437,0.440,0.442
2017-06-15,0.422,0.425,0.427
2017-06-16,0.408,0.411,0.413
2017-06-17,0.396,0.398,0.400
2017-06-18,0.384,0.386,0.387
2017-06-19,0.374,0.376,0.377
2017-06-20,0.365,0.366,0.367
2017-06-21,0.354,0.355,0.356
2017-06-22,0.346,0.347,0.347
2017-06-23,0.342,0.343,0.344
2017-06-24,0.339,0.339,0.339
2017-06-25,0.345,0.345,0.346
2017-06-26,0.346,0.349,0.351
2017-06-27,0.338,0.340,0.342
2017-06-28,0.342,0.378,0.421
2017-06-29,0.470,0.531,0.635
2017-06-30,0.543,0.558,0.572
2017-07-01,0.584,0.652,0.698
2017-07-02,0.500,0.508,0.515
2017-07-03,0.475,0.505,0.564
2017-07-04,0.553,0.555,0.557
2017-07-05,0.536,0.543,0.547
2017-07-06,0.519,0.523,0.525
2017-07-07,0.509,0.511,0.512
2017-07-08,0.504,0.505,0.506
2017-07-09,0.498,0.499,0.500
2017-07-10,0.342,0.419,0.496
2017-07-11,0.341,0.346,0.355
2017-07-12,0.391,0.431,0.508
2017-07-13,0.393,0.437,0.469
2017-07-14,0.353,0.360,0.365
2017-07-15,0.339,0.341,0.343
2017-07-16,0.339,0.340,0.341
2017-07-17,0.343,0.343,0.344
2017-07-18,0.330,0.333,0.338
2017-07-19,0.327,0.328,0.329
2017-07-20,0.341,0.351,0.361
2017-07-21,0.378,0.771,1.821
2017-07-22,0.815,1.094,1.275
2017-07-23,0.610,0.644,0.662
2017-07-24,0.525,0.543,0.555
2017-07-25,0.484,0.490,0.495
2017-07-26,0.467,0.473,0.489
2017-07-27,0.504,0.517,0.527
2017-07-28,0.457,0.462,0.466
2017-07-29,0.457,0.483,0.501
2017-07-30,0.517,0.915,1.396
2017-07-31,0.896,1.050,1.281
2017-08-01,0.816,0.972,1.071
2017-08-02,0.759,0.825,0.919
2017-08-03,0.855,0.885,0.908
2017-08-04,0.736,0.761,0.775
2017-08-05,0.679,0.693,0.704
2017-08-06,0.621,0.634,0.643
2017-08-07,0.587,0.593,0.598
2017-08-08,0.585,0.602,0.609
2017-08-09,0.610,1.064,1.308
2017-08-10,0.651,0.704,0.744
2017-08-11,0.588,0.593,0.604
2017-08-12,0.577,0.584,0.597
2017-08-13,0.540,0.557,0.569
2017-08-14,0.521,0.567,0.658
2017-08-15,0.843,1.008,1.108
2017-08-16,0.611,0.635,0.665
2017-08-17,0.654,0.701,0.746
2017-08-18,0.633,0.664,0.704
2017-08-19,0.609,0.631,0.646
2017-08-20,0.569,0.574,0.578
2017-08-21,0.571,0.588,0.627
2017-08-22,0.572,0.596,0.610
2017-08-23,0.536,0.543,0.548
2017-08-24,0.511,0.516,0.519
