date,min_level,avg_level,max_level
2017-08-25,0.491,0.494,0.497
2017-08-26,0.476,0.479,0.481
2017-08-27,0.460,0.463,0.466
2017-08-28,0.445,0.448,0.450
2017-08-29,0.435,0.436,0.437
2017-08-30,0.433,0.433,0.433
2017-08-31,0.430,0.448,0.485
2017-09-01,0.552,0.602,0.644
2017-09-02,0.451,0.467,0.478
2017-09-03,0.443,0.906,1.551
2017-09-04,0.892,1.126,1.280
2017-09-05,0.736,0.761,0.781
2017-09-06,0.670,0.699,0.717
2017-09-07,0.617,0.626,0.633
2017-09-08,0.605,0.628,0.671
2017-09-09,0.816,0.932,1.157
2017-09-10,0.977,1.163,1.266
2017-09-11,0.919,0.950,1.004
2017-09-12,0.858,0.873,0.886
2017-09-13,0.870,0.882,0.889
2017-09-14,0.902,0.974,1.108
2017-09-15,0.941,1.175,1.668
2017-09-16,1.282,1.396,1.528
2017-09-17,1.120,1.221,1.281
2017-09-18,0.980,1.012,1.030
2017-09-19,0.889,0.916,0.933
2017-09-20,0.826,0.837,0.846
2017-09-21,0.837,0.863,0.914
2017-09-22,0.778,0.814,0.838
2017-09-23,0.776,0.782,0.789
2017-09-24,0.721,0.732,0.739
2017-09-25,0.730,0.755,0.769
2017-09-26,0.686,0.695,0.699
2017-09-27,0.668,0.671,0.678
2017-09-28,0.735,0.751,0.759
2017-09-29,0.717,0.794,0.942
2017-09-30,0.766,0.791,0.821
2017-10-01,0.782,0.783,0.784
2017-10-02,0.787,0.798,0.805
2017-10-03,0.869,0.924,1.025
2017-10-04,0.742,0.761,0.772
2017-10-05,0.720,0.726,0.735
2017-10-06,0.697,0.724,0.744
2017-10-07,0.669,0.805,1.331
2017-10-08,0.949,1.145,1.274
2017-10-09,0.762,0.779,0.794
2017-10-10,0.725,0.744,0.757
2017-10-11,0.712,0.717,0.721
2017-10-12,0.694,0.713,0.725
2017-10-13,0.650,0.657,0.663
2017-10-14,0.627,0.634,0.639
2017-10-15,0.609,0.613,0.616
2017-10-16,0.587,0.594,0.598
2017-10-17,0.558,0.565,0.569
2017-10-18,0.552,0.553,0.554
2017-10-19,0.545,0.575,0.630
2017-10-20,0.647,0.819,0.995
2017-10-21,0.941,1.224,1.967
2017-10-22,1.255,1.569,1.962
2017-10-23,1.120,1.227,1.320
2017-10-24,1.148,1.179,1.202
2017-10-25,1.022,1.034,1.050
2017-10-26,0.922,0.947,0.964
2017-10-27,0.847,0.869,0.885
2017-10-28,0.796,0.807,0.813
2017-10-29,0.763,0.772,0.779
2017-10-30,0.714,0.730,0.739
2017-10-31,0.683,0.692,0.698
2017-11-01,0.660,0.665,0.668
2017-11-02,0.633,0.641,0.647
2017-11-03,0.609,0.615,0.620
2017-11-04,0.601,0.602,0.604
2017-11-05,0.611,0.656,0.742
2017-11-06,0.620,0.655,0.679
2017-11-07,0.599,0.637,0.716
2017-11-08,0.949,0.993,1.060
2017-11-09,0.791,0.838,0.876
2017-11-10,0.779,0.795,0.807
2017-11-11,0.763,1.821,2.188
2017-11-12,1.841,1.951,2.167
2017-11-13,1.135,1.258,1.341
2017-11-14,1.005,1.041,1.064
2017-11-15,0.960,0.999,1.074
2017-11-16,0.926,0.981,1.019
2017-11-17,0.847,0.870,0.884
2017-11-18,0.793,0.806,0.816
2017-11-19,0.781,0.787,0.798
2017-11-20,0.744,0.756,0.764
2017-11-21,0.740,0.752,0.763
2017-11-22,0.728,0.863,0.899
2017-11-23,0.846,0.891,1.061
2017-11-24,0.836,0.875,0.950
2017-11-25,0.815,0.862,0.952
2017-11-26,0.903,0.921,0.931
2017-11-27,0.937,1.358,1.852
2017-11-28,1.633,1.657,1.681
2017-11-30,1.028,1.041,1.053
2017-12-01,0.947,0.989,1.015
2017-12-02,0.874,0.889,0.900
2017-12-03,0.840,0.856,0.867
2017-12-04,0.798,0.811,0.819
2017-12-05,0.766,0.775,0.782
2017-12-06,0.744,0.754,0.759
2017-12-07,0.775,1.109,1.360
2017-12-08,0.918,0.982,1.037
2017-12-09,0.837,0.861,0.878
2017-12-10,0.864,1.705,2.204
2017-12-11,1.281,1.427,1.526
2017-12-12,1.099,1.126,1.143
2017-12-13,1.044,1.223,1.759
2017-12-14,1.359,1.469,1.616
2017-12-15,1.283,1.455,1.632
2017-12-16,1.144,1.183,1.211
2017-12-17,1.218,1.250,1.271
2017-12-18,1.249,1.295,1.355
2017-12-19,1.041,1.076,1.100
2017-12-20,0.979,0.994,1.004
2017-12-21,0.961,0.978,1.011
2017-12-22,0.940,0.952,0.975
2017-12-23,0.905,0.945,0.973
2017-12-24,0.872,0.881,0.886
2017-12-25,0.858,0.918,1.310
2017-12-26,1.546,1.890,2.211
2017-12-27,1.675,1.863,2.139
2017-12-28,1.273,1.361,1.468
2017-12-29,1.238,1.513,1.793
2017-12-30,1.516,1.765,2.094
2017-12-31,1.617,1.718,1.813
2018-01-01,1.551,1.732,1.845
2018-01-02,1.269,1.317,1.368
2018-01-03,1.509,1.588,1.683
2018-01-04,1.332,1.887,2.359
2018-01-05,1.514,1.607,1.662
2018-01-06,1.275,1.344,1.428
2018-01-07,1.137,1.176,1.202
2018-01-08,1.047,1.073,1.089
2018-01-09,0.994,1.007,1.017
2018-01-10,1.057,1.230,1.296
2018-01-11,0.915,0.949,0.970
2018-01-12,0.866,0.877,0.885
2018-01-13,0.849,0.861,0.870
2018-01-14,0.813,0.831,0.847
2018-01-15,0.808,1.197,1.888
2018-01-16,1.453,1.459,1.468
2018-01-17,1.152,1.226,1.307
2018-01-18,1.320,1.875,2.324
2018-01-19,1.399,1.450,1.498
2018-01-20,1.387,1.515,1.674
2018-01-21,1.466,1.679,2.040
2018-01-22,1.675,1.894,2.093
2018-01-23,1.372,1.391,1.433
2018-01-24,1.336,1.717,2.125
2018-01-25,1.399,1.501,1.576
2018-01-26,1.446,1.488,1.531
2018-01-27,1.240,1.476,1.977
2018-01-28,1.452,1.588,1.696
2018-01-29,1.195,1.244,1.277
2018-01-30,1.139,1.217,1.271
2018-01-31,1.145,1.209,1.322
2018-02-01,1.275,1.336,1.431
2018-02-02,1.093,1.111,1.123
2018-02-03,1.065,1.095,1.183
2018-02-04,1.071,1.148,1.179
2018-02-05,0.969,0.986,0.999
2018-02-06,0.936,0.948,0.956
2018-02-07,0.891,0.906,0.916
2018-02-08,0.857,0.873,0.896
2018-02-09,1.006,1.087,1.146
2018-02-10,0.903,0.996,1.327
2018-02-11,1.087,1.225,1.277
2018-02-12,0.929,0.961,0.982
2018-02-13,0.937,1.734,2.183
2018-02-14,1.206,1.253,1.326
2018-02-15,1.194,1.388,1.623
2018-02-16,1.056,1.082,1.098
2018-02-17,1.005,1.023,1.034
2018-02-18,0.965,0.980,0.988
2018-02-19,0.925,0.930,0.934
2018-02-20,0.874,0.888,0.898
2018-02-21,0.820,0.832,0.841
2018-02-22,0.766,0.775,0.782
2018-02-23,0.733,0.743,0.749
2018-02-24,0.708,0.717,0.723
2018-02-25,0.676,0.685,0.690
2018-02-26,0.649,0.657,0.662
2018-02-27,0.627,0.634,0.638
2018-02-28,0.608,0.616,0.620
2018-03-01,0.566,0.588,0.601
2018-03-02,0.596,0.602,0.606
2018-03-03,0.594,0.598,0.615
2018-03-04,0.827,1.165,1.436
2018-03-05,1.064,1.153,1.307
2018-03-06,1.090,1.310,1.499
2018-03-07,0.943,0.964,0.976
2018-03-08,0.926,0.978,1.073
2018-03-09,0.872,0.944,1.092
2018-03-10,1.214,1.945,2.430
2018-03-11,1.293,1.354,1.445
2018-03-12,1.666,1.721,1.774
2018-03-13,1.219,1.279,1.344
2018-03-14,1.140,1.512,2.062
2018-03-15,1.820,2.247,2.551
2018-03-16,1.442,1.633,1.833
2018-03-17,1.275,1.354,1.431
2018-03-18,1.150,1.187,1.211
2018-03-19,1.055,1.088,1.110
2018-03-20,0.974,1.012,1.035
2018-03-21,0.930,0.974,1.002
2018-03-22,0.879,0.895,0.905
2018-03-23,0.909,0.993,1.061
2018-03-24,1.039,1.077,1.106
2018-03-25,0.889,0.915,0.932
2018-03-26,0.837,0.848,0.856
2018-03-27,0.854,0.907,1.006
2018-03-28,0.882,0.945,1.216
2018-03-29,0.963,0.996,1.030
2018-03-30,0.992,1.058,1.290
2018-03-31,1.007,1.536,1.937
2018-04-01,1.114,1.160,1.277
2018-04-02,1.322,1.910,2.236
2018-04-03,1.391,1.476,1.528
2018-04-04,1.243,1.316,1.454
2018-04-05,1.119,1.173,1.211
2018-04-06,1.031,1.052,1.066
2018-04-07,0.997,1.192,1.421
2018-04-08,1.021,1.146,1.278
2018-04-09,0.931,0.950,0.964
2018-04-10,0.940,1.004,1.052
2018-04-11,0.920,0.940,0.998
2018-04-12,0.868,0.894,0.926
